archivo,frame,angulo_rodilla_kinovea,angulo_rodilla_mediapipe,angulo_pie_kinovea,angulo_pie_mediapipe,diferencia_rodilla,diferencia_pie
60,5,145.957,147.155,89.469,65.264,-1.198,24.205
60,6,165.337,159.589,83.01,67.264,5.748,15.746
60,7,177.628,175.094,71.555,76.551,2.534,-4.996
60,8,174.524,175.039,78.114,173.416,-0.515,-95.302
60,9,175.692,174.104,96.913,66.072,1.588,30.841
60,10,179.231,173.958,96.959,62.68,5.273,34.279
60,11,176.951,174.921,80.153,61.908,2.03,18.245
62,0,79.828,86.864,78.234,63.621,-7.036,14.613
62,1,72.911,76.364,77.953,67.12,-3.453,10.833
62,2,78.164,79.204,65.865,62.031,-1.04,3.834
62,3,89.886,97.796,71.318,56.264,-7.91,15.054
62,4,109.102,110.469,60.333,56.805,-1.367,3.528
62,5,137.501,136.795,59.068,61.208,0.706,-2.14
62,6,162.643,155.69,61.444,75.124,6.953,-13.68
62,7,174.87,176.151,71.255,75.789,-1.281,-4.534
63,0,78.27,87.639,74.228,69.054,-9.369,5.174
63,1,79.547,81.241,78.672,70.003,-1.694,8.669
63,2,82.581,83.687,81.043,70.735,-1.106,10.308
63,3,92.602,94.19,69.721,62.728,-1.588,6.993
63,4,114.639,114.911,60.866,61.326,-0.272,-0.46
63,5,135.434,137.382,77.371,60.284,-1.948,17.087
63,6,153.623,159.991,72.173,75.927,-6.368,-3.754
63,7,173.619,173.486,82.435,74.429,0.133,8.006
64,0,79.454,82.743,78.762,68.092,-3.289,10.67
64,1,75.03,76.874,83.653,64.146,-1.844,19.507
64,2,79.182,82.127,73.371,56.583,-2.945,16.788
64,3,98.607,96.846,67.479,59.288,1.761,8.191
64,4,122.261,122.001,69.43,61.709,0.26,7.721
64,5,142.142,146.217,76.668,55.375,-4.075,21.293
64,6,165.672,165.729,76.485,78.024,-0.057,-1.539
65,0,72.893,82.704,74.325,69.883,-9.811,4.442
65,1,77.842,77.412,63.674,56.814,0.43,6.86
65,2,86.827,84.678,66.378,51.501,2.149,14.877
65,3,104.488,103.816,66.429,60.585,0.672,5.844
65,4,125.124,127.256,68.564,58.037,-2.132,10.527
65,5,142.955,143.854,62.642,54.378,-0.899,8.264
65,6,156.438,160.741,77.437,76.784,-4.303,0.653
65,7,169.063,166.527,78.595,53.835,2.536,24.76
66,0,63.441,73.613,81.991,87.75,-10.172,-5.759
66,1,66.296,68.145,82.214,64.638,-1.849,17.576
66,2,71.806,70.148,66.636,57.422,1.658,9.214
66,3,83.748,86.98,66.903,50.523,-3.232,16.38
66,4,110.419,117.016,73.449,51.994,-6.597,21.455
66,5,136.329,139.351,71.529,67.461,-3.022,4.068
66,6,156.835,166.146,87.112,67.616,-9.311,19.496
68,0,55.748,68.244,78.581,82.246,-12.496,-3.665
68,1,55.149,65.318,84.389,73.74,-10.169,10.649
68,2,63.673,65.891,85.567,61.359,-2.218,24.208
68,3,78.014,74.675,71.564,69.784,3.339,1.78
68,4,94.095,95.278,88.331,65.159,-1.183,23.172
68,5,113.392,119.938,69.403,60.558,-6.546,8.845
68,6,131.39,141.273,138.612,41.366,-9.883,97.246
68,7,152.095,163.357,86.116,72.931,-11.262,13.185
70,0,68.814,78.805,78.318,52.869,-9.991,25.449
70,1,70.517,74.354,77.375,64.939,-3.837,12.436
70,2,78.26,80.996,89.931,61.083,-2.736,28.848
70,3,87.017,90.31,75.785,61.346,-3.293,14.439
70,4,105.517,106.438,67.358,58.853,-0.921,8.505
70,5,125.515,133.499,74.535,69.166,-7.984,5.369
70,6,143.767,153.647,76.545,67.161,-9.88,9.384
70,7,164.241,173.633,76.514,65.718,-9.392,10.796
71,0,61.154,66.096,71.655,78.776,-4.942,-7.121
71,1,53.537,61.356,80.734,80.026,-7.819,0.708
71,2,56.722,60.215,80.744,75.57,-3.493,5.174
71,3,60.274,65.177,80.729,56.308,-4.903,24.421
71,4,72.401,82.685,75.099,49.788,-10.284,25.311
71,5,97.634,106.427,74.653,56.033,-8.793,18.62
71,6,128.108,133.933,72.366,64.655,-5.825,7.711
71,7,150.161,164.322,84.082,66.707,-14.161,17.375
71,8,163.467,179.283,117.104,74.597,-15.816,42.507
72,0,57.297,65.885,79.815,73.692,-8.588,6.123
72,1,59.551,63.692,79.529,72.944,-4.141,6.585
72,2,66.939,67.845,70.145,64.206,-0.906,5.939
72,3,81.911,82.202,69.483,62.597,-0.291,6.886
72,4,101.486,102.012,73.238,58.399,-0.526,14.839
72,5,127.733,135.104,70.954,61.432,-7.371,9.522
72,6,154.17,154.593,108.808,64.437,-0.423,44.371
72,7,171.684,177.083,84.12,67.08,-5.399,17.04
73,0,76.741,75.542,63.743,66.391,1.199,-2.648
73,1,73.68,72.815,63.998,63.681,0.865,0.317
73,2,74.109,73.029,49.237,45.934,1.08,3.303
73,3,76.502,77.411,47.611,46.799,-0.909,0.812
73,4,87.194,88.875,54.939,42.455,-1.681,12.484
73,5,102.611,113.064,53.786,51.189,-10.453,2.597
73,6,119.041,124.904,59.582,43.008,-5.863,16.574
73,7,132.254,138.309,71.839,60.193,-6.055,11.646
74,0,59.64,63.261,70.941,71.337,-3.621,-0.396
74,1,52.668,54.559,62.91,67.481,-1.891,-4.571
74,2,46.844,50.702,69.249,51.013,-3.858,18.236
74,3,47.795,51.072,59.172,40.724,-3.277,18.448
74,4,52.777,55.783,47.937,45.527,-3.006,2.41
74,5,67.621,70.918,54.96,53.372,-3.297,1.588
74,6,89.467,99.116,52.351,47.55,-9.649,4.801
74,7,104.005,116.348,64.183,58.8,-12.343,5.383
74,8,121.06,136.731,71.942,52.322,-15.671,19.62
78,0,50.241,53.34,62.944,24.701,-3.099,38.243
78,1,43.936,49.339,68.917,56.531,-5.403,12.386
78,2,41.794,46.195,61.13,4.376,-4.401,56.754
78,3,42.923,46.205,67.42,42.522,-3.282,24.898
78,4,51.401,52.62,48.069,45.328,-1.219,2.741
78,5,60.933,65.407,60.514,45.793,-4.474,14.721
78,6,79.06,82.742,58.792,38.45,-3.682,20.342
78,7,99.61,104.144,65.529,46.567,-4.534,18.962
78,8,113.396,109.645,56.107,50.388,3.751,5.719
78,9,124.963,121.409,73.788,66.03,3.554,7.758
83,0,60.624,67.422,54.913,56.831,-6.798,-1.918
83,1,61.051,62.794,65.39,44.63,-1.743,20.76
83,2,61.352,63.574,63.11,41.61,-2.222,21.5
83,3,69.801,72.194,59.582,49.861,-2.393,9.721
83,4,82.444,88.081,54.453,47.342,-5.637,7.111
83,5,95.059,100.384,57.119,56.19,-5.325,0.929
83,6,108.522,116.289,60.988,45.306,-7.767,15.682
83,7,118.576,127.428,71.702,53.34,-8.852,18.362
83,8,128.984,134.671,79.774,62.419,-5.687,17.355
84,0,43.002,48.895,70.05,75.04,-5.893,-4.99
84,1,38.455,43.313,66.635,61.804,-4.858,4.831
84,2,35.672,39.081,68.389,60.307,-3.409,8.082
84,3,41.256,41.081,53.501,52.92,0.175,0.581
84,4,51.908,54.815,62.776,53.842,-2.907,8.934
84,5,65.754,72.333,65.214,50.295,-6.579,14.919
84,6,88.098,96.744,91.024,58.793,-8.646,32.231
84,7,102.488,112.146,69.187,45.448,-9.658,23.739
85,0,93.461,94.91,60.072,63.209,-1.449,-3.137
85,1,98.392,90.551,52.395,58.002,7.841,-5.607
85,2,111.752,104.273,54.879,55.101,7.479,-0.222
85,3,135.924,132.481,63.038,63.749,3.443,-0.711
85,4,151.595,147.003,61.786,67.466,4.592,-5.68
85,5,171.634,169.833,63.627,78.753,1.801,-15.126
85,6,175.886,173.878,76.154,54.736,2.008,21.418
85,7,172.081,170.057,70.229,54.355,2.024,15.874
86,0,95.499,95.258,51.619,72.589,0.241,-20.97
86,1,95.699,89.065,55.599,66.421,6.634,-10.822
86,2,108.495,99.925,58.078,59.778,8.57,-1.7
86,3,132.09,129.086,47.032,60.441,3.004,-13.409
86,4,149.166,146.338,56.56,70.525,2.828,-13.965
86,5,168.815,165.964,73.544,80.159,2.851,-6.615
86,6,177.997,175.39,67.739,59.528,2.607,8.211
86,7,176.668,169.623,76.292,59.763,7.045,16.529
87,0,96.208,98.057,62.795,57.067,-1.849,5.728
87,1,102.122,97.516,54.436,55.771,4.606,-1.335
87,2,120.385,112.962,51.1,58.228,7.423,-7.128
87,3,143.825,143.669,53.221,62.568,0.156,-9.347
87,4,160.853,146.08,62.194,78.145,14.773,-15.951
87,5,173.137,176.449,69.648,58.774,-3.312,10.874
87,6,179.874,178.316,72.59,59.576,1.558,13.014
88,0,91.206,92.259,60.221,74.589,-1.053,-14.368
88,1,91.663,83.764,59.786,55.103,7.899,4.683
88,2,101.748,93.514,54.916,56.107,8.234,-1.191
88,3,123.882,120.621,47.709,57.07,3.261,-9.361
88,4,147.466,145.921,64.311,66.238,1.545,-1.927
88,5,168.847,140.413,69.889,67.989,28.434,1.9
88,6,179.729,179.282,88.619,48.425,0.447,40.194
88,7,176.49,169.758,86.094,58.338,6.732,27.756
89,0,99.585,106.634,51.561,58.192,-7.049,-6.631
89,1,114.35,121.919,65.43,60.894,-7.569,4.536
89,2,138.126,137.149,60.779,66.124,0.977,-5.345
89,3,155.821,133.554,75.775,69.517,22.267,6.258
89,4,172.084,169.109,65.836,53.295,2.975,12.541
89,5,179.908,178.37,72.763,57.034,1.538,15.729
90,0,89.125,87.738,63.435,60.304,1.387,3.131
90,1,91.012,85.907,60.416,57.276,5.105,3.14
90,2,105.219,97.127,54.17,59.891,8.092,-5.721
90,3,131.438,135.64,66.309,57.634,-4.202,8.675
90,4,156.215,152.8,68.451,60.688,3.415,7.763
90,5,173.065,172.783,74.959,154.558,0.282,-79.599
90,6,177.82,175.601,78.326,64.529,2.219,13.797
91,0,95.6,101.387,55.669,54.081,-5.787,1.588
91,1,107.434,115.652,61.472,51.63,-8.218,9.842
91,2,132.673,129.87,48.383,51.235,2.803,-2.852
91,3,151.244,151.682,62.338,68.903,-0.438,-6.565
91,4,170.93,168.228,67.907,96.062,2.702,-28.155
91,5,179.267,174.18,79.053,55.175,5.087,23.878
91,6,170.021,173.379,68.936,62.061,-3.358,6.875
91,7,171.031,170.877,73.646,58.918,0.154,14.728
92,0,88.95,87.462,73.975,65.71,1.488,8.265
92,1,91.011,85.122,55.932,59.146,5.889,-3.214
92,2,109.47,98.939,69.525,60.855,10.531,8.67
92,3,135.086,137.32,67.453,64.869,-2.234,2.584
92,4,158.051,148.968,64.402,69.255,9.083,-4.853
92,5,173.123,167.91,80.765,91.593,5.213,-10.828
92,6,176.178,174.757,77.636,58.22,1.421,19.416
92,7,174.981,171.179,67.034,59.41,3.802,7.624
93,0,88.714,85.407,62.461,62.21,3.307,0.251
93,1,93.007,82.229,62.486,60.2,10.778,2.286
93,2,109.713,102.52,65.601,56.734,7.193,8.867
93,3,137.794,138.594,56.992,62.129,-0.8,-5.137
93,4,159.335,153.953,72.582,69.212,5.382,3.37
93,5,174.497,166.953,83.642,88.75,7.544,-5.108
94,0,91.807,92.659,71.139,72.886,-0.852,-1.747
94,1,87.644,83.974,68.703,82.195,3.67,-13.492
94,2,94.234,86.243,67.1,66.444,7.991,0.656
94,3,115.173,109.079,59.694,66.391,6.094,-6.697
94,4,141.49,142.7,53.622,65.583,-1.21,-11.961
94,5,161.156,158.49,75.927,91.983,2.666,-16.056
94,6,178.595,178.552,70.771,70.272,0.043,0.499
94,7,172.04,168.588,69.239,53.75,3.452,15.489
94,8,169.848,170.43,64.387,53.506,-0.582,10.881
95,0,92.125,92.878,62.136,74.646,-0.753,-12.51
95,1,96.56,89.873,59.24,61.441,6.687,-2.201
95,2,113.814,102.038,58.859,60.146,11.776,-1.287
95,3,138.658,138.148,63.882,66.625,0.51,-2.743
95,4,159.883,150.292,58.509,67.626,9.591,-9.117
95,5,173.129,170.635,71.952,94.662,2.494,-22.71
95,6,175.914,173.788,78.14,58.194,2.126,19.946
95,7,173.001,172.975,68.104,60.995,0.026,7.109
96,0,92.714,99.297,57.226,59.857,-6.583,-2.631
96,1,103.024,111.986,64.291,56.485,-8.962,7.806
96,2,129.972,125.056,51.948,56.559,4.916,-4.611
96,3,152.11,150.518,65.669,65.512,1.592,0.157
96,4,169.439,164.216,72.436,94.385,5.223,-21.949
96,5,179.83,178.564,70.531,56.701,1.266,13.83
96,6,174.298,174.12,79.0,64.973,0.178,14.027
97,0,87.881,87.242,63.268,54.821,0.639,8.447
97,1,93.445,99.127,58.169,53.041,-5.682,5.128
97,2,115.639,111.403,52.555,52.848,4.236,-0.293
97,3,146.343,140.309,80.762,64.894,6.034,15.868
97,4,162.193,164.939,77.296,73.495,-2.746,3.801
97,5,177.413,174.818,90.373,52.507,2.595,37.866
97,6,175.399,175.371,78.343,62.159,0.028,16.184
98,0,90.295,87.882,64.027,62.775,2.413,1.252
98,1,96.92,99.651,57.352,60.478,-2.731,-3.126
98,2,119.408,111.449,54.968,58.543,7.959,-3.575
98,3,148.657,146.105,60.799,70.58,2.552,-9.781
98,4,165.518,162.57,73.459,92.202,2.948,-18.743
98,5,178.679,179.732,77.636,48.404,-1.053,29.232
98,6,173.18,173.407,80.362,52.977,-0.227,27.385
99,0,90.452,91.465,72.746,77.646,-1.013,-4.9
99,1,86.473,81.042,60.757,71.656,5.431,-10.899
99,2,96.501,88.276,51.89,58.644,8.225,-6.754
99,3,118.724,113.176,58.889,53.166,5.548,5.723
99,4,147.114,144.121,65.476,65.843,2.993,-0.367
99,5,165.992,157.43,69.408,104.012,8.562,-34.604
99,6,177.72,177.66,76.746,64.722,0.06,12.024
99,7,175.499,172.958,71.827,62.468,2.541,9.359
