archivo,frame,angulo_rodilla_kinovea,angulo_rodilla_mediapipe,angulo_pie_kinovea,angulo_pie_mediapipe,diferencia_rodilla,diferencia_pie
52,0,136.577,139.76,60.722,61.641,-3.183,-0.919
52,1,123.047,133.507,56.436,58.04,-10.46,-1.604
52,2,117.945,127.036,50.984,56.835,-9.091,-5.851
52,3,114.794,121.977,49.741,58.379,-7.183,-8.638
52,4,114.211,122.622,50.405,57.314,-8.411,-6.909
52,5,116.062,119.644,49.554,56.632,-3.582,-7.078
52,6,116.01,115.196,46.414,51.235,0.814,-4.821
52,7,116.327,118.53,48.557,47.421,-2.203,1.136
52,8,117.066,110.665,53.011,45.627,6.401,7.384
52,9,113.315,108.36,60.439,51.899,4.955,8.54
52,10,109.543,105.872,63.011,67.376,3.671,-4.365
52,11,107.842,107.893,60.089,68.2,-0.051,-8.111
53,0,139.944,148.314,57.511,52.065,-8.37,5.446
53,1,132.713,148.644,60.311,53.425,-15.931,6.886
53,2,122.735,136.639,56.608,55.195,-13.904,1.413
53,3,114.735,125.373,53.798,55.381,-10.638,-1.583
53,4,111.858,124.665,50.208,55.777,-12.807,-5.569
53,5,113.056,124.082,48.62,51.327,-11.026,-2.707
53,6,115.953,120.484,49.182,46.822,-4.531,2.36
53,7,118.35,119.46,42.884,46.605,-1.11,-3.721
53,8,116.273,122.284,42.169,45.804,-6.011,-3.635
53,9,119.614,119.846,46.146,49.149,-0.232,-3.003
53,10,118.98,114.913,51.34,51.911,4.067,-0.571
53,11,116.274,111.438,56.207,58.577,4.836,-2.37
54,0,142.672,150.093,64.053,54.075,-7.421,9.978
54,1,133.565,141.35,55.367,53.166,-7.785,2.201
54,2,123.492,133.512,50.813,48.842,-10.02,1.971
54,3,119.213,129.538,48.008,48.767,-10.325,-0.759
54,4,116.967,126.714,49.299,52.954,-9.747,-3.655
54,5,117.829,122.339,47.535,48.105,-4.51,-0.57
54,6,119.198,120.186,47.612,46.293,-0.988,1.319
54,7,118.572,123.556,49.394,47.599,-4.984,1.795
54,8,113.693,117.01,53.825,53.42,-3.317,0.405
54,9,113.213,108.658,61.847,60.725,4.555,1.122
54,10,106.444,103.152,63.268,63.963,3.292,-0.695
54,11,103.942,101.651,61.701,66.749,2.291,-5.048
55,0,139.619,145.037,62.986,62.3,-5.418,0.686
55,1,129.556,138.312,54.491,61.408,-8.756,-6.917
55,2,120.566,131.176,48.777,56.797,-10.61,-8.02
55,3,116.55,129.458,48.585,53.771,-12.908,-5.186
55,4,117.714,127.886,47.584,49.909,-10.172,-2.325
55,5,121.441,125.69,48.675,49.571,-4.249,-0.896
55,6,125.68,123.493,47.743,49.817,2.187,-2.074
55,7,128.223,129.161,50.384,47.036,-0.938,3.348
55,8,131.154,129.842,53.582,47.298,1.312,6.284
55,9,132.424,130.33,52.782,47.959,2.094,4.823
55,10,135.464,131.43,58.178,50.139,4.034,8.039
56,0,142.076,144.9,49.686,51.742,-2.824,-2.056
56,1,140.953,143.888,54.099,55.271,-2.935,-1.172
56,2,130.328,141.753,57.836,57.575,-11.425,0.261
56,3,122.266,132.22,54.217,57.586,-9.954,-3.369
56,4,119.317,126.844,48.69,58.202,-7.527,-9.512
56,5,122.099,127.838,49.353,53.819,-5.739,-4.466
56,6,124.119,130.934,47.37,50.796,-6.815,-3.426
56,7,125.722,130.221,48.457,49.576,-4.499,-1.119
56,8,129.092,127.437,51.121,50.246,1.655,0.875
56,9,132.757,124.473,51.499,51.217,8.284,0.282
56,10,139.546,131.133,51.499,50.803,8.413,0.696
57,0,145.244,153.177,53.946,63.509,-7.933,-9.563
57,1,146.947,149.188,62.907,60.809,-2.241,2.098
57,2,137.615,145.124,61.792,57.687,-7.509,4.105
57,3,129.171,137.93,57.562,58.53,-8.759,-0.968
57,4,126.645,130.166,55.203,53.013,-3.521,2.19
57,5,128.415,128.826,53.083,54.284,-0.411,-1.201
57,6,130.268,132.24,57.718,47.107,-1.972,10.611
57,7,135.148,129.015,53.486,48.123,6.133,5.363
57,8,137.816,131.332,53.028,48.589,6.484,4.439
57,9,137.038,126.607,56.827,48.509,10.431,8.318
57,10,134.46,125.988,56.67,49.069,8.472,7.601
57,11,132.735,127.4,58.247,52.333,5.335,5.914
58,0,141.209,146.186,69.737,68.709,-4.977,1.028
58,1,129.017,137.534,67.774,58.183,-8.517,9.591
58,2,118.469,124.063,58.917,57.236,-5.594,1.681
58,3,112.0,120.964,55.77,53.564,-8.964,2.206
58,4,109.605,121.362,53.478,52.914,-11.757,0.564
58,5,108.06,117.007,50.37,54.729,-8.947,-4.359
58,6,107.336,117.003,50.407,49.864,-9.667,0.543
58,7,106.434,115.272,49.407,51.304,-8.838,-1.897
58,8,106.598,112.76,48.674,47.451,-6.162,1.223
58,9,102.109,109.321,52.123,50.982,-7.212,1.141
58,10,98.43,105.618,55.154,54.463,-7.188,0.691
58,11,95.613,102.108,59.953,60.517,-6.495,-0.564
59,0,145.93,151.256,67.213,62.925,-5.326,4.288
59,1,136.398,150.713,68.103,64.237,-14.315,3.866
59,2,128.366,141.91,63.824,62.922,-13.544,0.902
59,3,122.541,138.647,59.876,61.257,-16.106,-1.381
59,4,117.158,132.219,57.344,59.001,-15.061,-1.657
59,5,117.125,127.264,53.792,56.178,-10.139,-2.386
59,6,117.508,120.646,52.571,52.598,-3.138,-0.027
59,7,115.167,125.519,53.782,52.795,-10.352,0.987
59,8,115.153,123.004,53.35,51.215,-7.851,2.135
59,9,111.914,116.355,55.475,50.052,-4.441,5.423
59,10,107.508,108.316,57.084,55.563,-0.808,1.521
59,11,102.334,105.769,61.282,59.337,-3.435,1.945
60,0,143.479,150.519,58.775,57.113,-7.04,1.662
60,1,138.962,150.049,54.75,58.539,-11.087,-3.789
60,2,126.384,136.543,50.274,53.714,-10.159,-3.44
60,3,119.766,128.964,48.159,49.7,-9.198,-1.541
60,4,116.778,126.691,46.905,53.097,-9.913,-6.192
60,5,117.594,125.41,44.182,53.666,-7.816,-9.484
60,6,119.944,122.539,45.202,48.457,-2.595,-3.255
60,7,118.537,120.476,43.217,48.286,-1.939,-5.069
60,8,116.868,113.546,46.285,48.285,3.322,-2.0
60,9,113.648,110.612,50.277,53.133,3.036,-2.856
60,10,107.722,104.791,57.614,56.161,2.931,1.453
62,0,137.282,136.101,54.386,53.576,1.181,0.81
62,1,136.929,135.641,53.827,53.539,1.288,0.288
62,2,138.824,139.248,53.827,53.344,-0.424,0.483
62,3,139.558,140.616,53.827,53.242,-1.058,0.585
62,4,141.498,143.759,55.41,52.714,-2.261,2.696
62,5,141.645,146.668,54.48,52.572,-5.023,1.908
62,6,138.878,146.248,54.48,52.462,-7.37,2.018
62,7,139.028,146.702,54.48,52.092,-7.674,2.388
62,8,134.784,147.811,54.48,51.633,-13.027,2.847
63,0,128.804,122.502,51.246,55.97,6.302,-4.724
63,1,130.304,122.005,51.246,54.909,8.299,-3.663
63,2,128.014,122.14,51.583,54.812,5.874,-3.229
63,3,127.057,123.339,51.246,54.28,3.718,-3.034
63,4,126.994,129.541,51.246,56.097,-2.547,-4.851
63,5,130.874,135.78,53.036,52.472,-4.906,0.564
63,6,131.547,139.26,52.62,51.293,-7.713,1.327
63,7,135.011,136.908,51.364,50.755,-1.897,0.609
63,8,135.7,136.048,50.96,50.141,-0.348,0.819
64,0,141.848,143.963,59.086,59.102,-2.115,-0.016
64,1,135.534,141.358,58.937,60.124,-5.824,-1.187
64,2,132.628,142.923,56.713,59.331,-10.295,-2.618
64,3,131.056,143.693,53.964,57.764,-12.637,-3.8
64,4,133.34,149.26,53.31,53.829,-15.92,-0.519
64,5,137.172,151.678,52.442,53.807,-14.506,-1.365
64,6,140.729,152.832,54.299,52.738,-12.103,1.561
64,7,141.453,156.188,53.99,51.085,-14.735,2.905
64,8,142.372,153.122,47.078,51.674,-10.75,-4.596
64,9,143.234,147.787,46.282,52.202,-4.553,-5.92
64,10,142.345,145.576,46.321,50.738,-3.231,-4.417
65,0,121.503,121.22,54.511,55.381,0.283,-0.87
65,1,122.841,122.131,51.691,54.081,0.71,-2.39
65,2,123.32,121.635,50.665,51.456,1.685,-0.791
65,3,122.325,122.862,47.997,50.589,-0.537,-2.592
65,4,123.934,124.004,44.447,48.104,-0.07,-3.657
65,5,124.904,127.387,48.387,45.362,-2.483,3.025
65,6,126.475,131.708,51.338,46.354,-5.233,4.984
65,7,128.296,134.145,52.487,46.402,-5.849,6.085
65,8,128.492,133.69,56.36,46.65,-5.198,9.71
65,9,126.046,135.431,57.693,47.353,-9.385,10.34
66,0,137.35,138.538,55.44,47.685,-1.188,7.755
66,1,132.927,135.554,55.826,51.109,-2.627,4.717
66,2,133.512,133.252,54.042,51.137,0.26,2.905
66,3,130.192,129.292,53.373,50.362,0.9,3.011
66,4,126.313,128.526,52.232,48.855,-2.213,3.377
66,5,128.352,133.083,52.324,48.048,-4.731,4.276
66,6,132.198,137.396,52.324,47.393,-5.198,4.931
66,7,133.481,143.152,52.994,47.503,-9.671,5.491
66,8,133.521,144.973,54.35,47.48,-11.452,6.87
66,9,135.266,146.453,56.818,47.52,-11.187,9.298
66,10,137.438,144.729,59.574,48.07,-7.291,11.504
68,0,128.753,133.018,58.696,57.023,-4.265,1.673
68,1,126.365,133.07,58.308,52.345,-6.705,5.963
68,2,128.403,133.675,55.833,49.643,-5.272,6.19
68,3,125.784,136.13,54.686,50.585,-10.346,4.101
68,4,126.503,134.558,54.27,51.376,-8.055,2.894
68,5,127.433,134.36,53.72,50.205,-6.927,3.515
68,6,127.035,134.195,53.613,48.046,-7.16,5.567
68,7,128.138,137.313,55.215,48.838,-9.175,6.377
68,8,130.691,139.906,55.215,48.26,-9.215,6.955
70,0,138.189,141.774,53.869,49.542,-3.585,4.327
70,1,135.563,141.257,53.495,50.339,-5.694,3.156
70,2,134.015,138.342,51.022,49.85,-4.327,1.172
70,3,132.742,139.183,51.022,50.113,-6.441,0.909
70,4,132.066,137.248,51.022,52.07,-5.182,-1.048
70,5,133.102,139.576,51.324,49.069,-6.474,2.255
70,6,135.472,142.896,52.829,50.44,-7.424,2.389
70,7,136.736,144.97,51.87,54.069,-8.234,-2.199
70,8,138.679,144.226,53.883,54.577,-5.547,-0.694
70,9,141.243,145.485,55.179,54.588,-4.242,0.591
71,0,123.347,129.755,51.535,49.964,-6.408,1.571
71,1,121.357,127.502,50.399,49.909,-6.145,0.49
71,2,120.615,124.786,48.739,50.515,-4.171,-1.776
71,3,119.5,124.416,48.957,50.883,-4.916,-1.926
71,4,119.411,128.154,50.236,51.749,-8.743,-1.513
71,5,123.033,130.567,50.921,51.857,-7.534,-0.936
71,6,126.49,133.067,51.274,51.624,-6.577,-0.35
71,7,129.099,140.26,51.899,51.268,-11.161,0.631
71,8,132.836,144.949,53.341,51.123,-12.113,2.218
71,9,134.765,144.008,53.749,49.251,-9.243,4.498
71,10,134.56,143.335,58.097,47.457,-8.775,10.64
71,11,137.348,145.26,58.784,47.875,-7.912,10.909
72,0,122.087,125.669,54.567,51.235,-3.582,3.332
72,1,122.213,129.313,52.594,50.188,-7.1,2.406
72,2,124.683,126.839,48.919,50.487,-2.156,-1.568
72,3,123.965,129.426,47.608,48.579,-5.461,-0.971
72,4,125.615,130.695,47.608,48.022,-5.08,-0.414
72,5,129.818,132.31,47.608,48.982,-2.492,-1.374
72,6,131.288,134.886,47.608,50.952,-3.598,-3.344
72,7,133.28,137.523,47.608,51.117,-4.243,-3.509
72,8,135.676,139.635,47.608,51.026,-3.959,-3.418
72,9,138.645,139.136,47.608,51.696,-0.491,-4.088
73,0,114.293,117.428,41.508,45.044,-3.135,-3.536
73,1,113.363,114.66,39.506,43.724,-1.297,-4.218
73,2,111.852,112.107,39.94,41.887,-0.255,-1.947
73,3,107.528,110.753,43.44,42.758,-3.225,0.682
73,4,106.399,111.498,37.431,42.89,-5.099,-5.459
73,5,105.976,113.708,42.849,45.492,-7.732,-2.643
73,6,106.972,111.109,41.265,38.142,-4.137,3.123
73,7,105.287,111.422,40.748,43.521,-6.135,-2.773
73,8,103.387,111.436,42.805,45.143,-8.049,-2.338
73,9,104.598,111.146,39.731,45.263,-6.548,-5.532
73,10,108.754,112.459,39.945,42.528,-3.705,-2.583
73,11,110.471,110.53,37.726,40.497,-0.059,-2.771
74,0,127.48,130.57,55.398,51.818,-3.09,3.58
74,1,124.965,126.379,55.286,52.519,-1.414,2.767
74,2,122.364,125.82,53.19,53.449,-3.456,-0.259
74,3,120.92,122.029,54.445,53.71,-1.109,0.735
74,4,119.828,126.965,48.514,45.134,-7.137,3.38
74,5,119.45,122.988,47.189,46.463,-3.538,0.726
74,6,118.166,122.578,46.765,47.562,-4.412,-0.797
74,7,116.947,118.325,46.799,52.688,-1.378,-5.889
74,8,114.4,117.731,46.818,50.761,-3.331,-3.943
74,9,112.897,115.767,48.71,49.746,-2.87,-1.036
74,10,112.504,113.943,48.71,48.415,-1.439,0.295
78,0,125.322,127.739,52.499,54.68,-2.417,-2.181
78,1,123.733,126.259,52.957,55.037,-2.526,-2.08
78,2,119.655,124.793,53.202,55.396,-5.138,-2.194
78,3,119.105,119.704,50.297,52.487,-0.599,-2.19
78,4,115.307,118.952,50.894,49.525,-3.645,1.369
78,5,115.248,120.069,50.297,48.325,-4.821,1.972
78,6,112.316,118.771,49.141,47.023,-6.455,2.118
78,7,110.272,117.907,50.297,45.385,-7.635,4.912
78,8,107.68,113.987,50.297,46.032,-6.307,4.265
78,9,106.535,112.608,52.847,46.358,-6.073,6.489
78,10,105.378,110.331,52.847,45.886,-4.953,6.961
78,11,103.7,107.567,52.847,46.478,-3.867,6.369
78,12,104.794,105.186,52.847,47.255,-0.392,5.592
83,0,111.887,110.281,48.64,56.496,1.606,-7.856
83,1,110.744,110.558,49.04,53.939,0.186,-4.899
83,2,107.943,110.473,48.712,51.614,-2.53,-2.902
83,3,107.895,107.516,47.225,45.62,0.379,1.605
83,4,106.731,106.859,47.256,43.31,-0.128,3.946
83,5,104.795,108.452,46.404,42.642,-3.657,3.762
83,6,104.508,108.614,48.716,42.362,-4.106,6.354
83,7,105.576,109.373,45.426,41.717,-3.797,3.709
83,8,105.758,108.771,48.878,42.525,-3.013,6.353
83,9,106.661,108.389,47.98,41.739,-1.728,6.241
83,10,107.567,108.001,47.152,40.745,-0.434,6.407
84,0,132.838,133.862,54.583,54.085,-1.024,0.498
84,1,130.59,133.339,55.613,51.234,-2.749,4.379
84,2,127.903,131.015,57.425,48.097,-3.112,9.328
84,3,127.328,127.0,53.733,49.216,0.328,4.517
84,4,128.524,121.23,51.513,51.196,7.294,0.317
84,5,124.36,122.495,54.023,51.327,1.865,2.696
84,6,122.771,118.485,53.5,51.69,4.286,1.81
84,7,119.126,115.747,53.313,51.988,3.379,1.325
84,8,117.382,117.136,52.659,51.349,0.246,1.31
84,9,114.417,118.593,52.331,51.221,-4.176,1.11
84,10,114.695,116.957,50.991,51.162,-2.262,-0.171
84,11,116.426,115.903,50.561,50.305,0.523,0.256
84,12,114.362,114.799,50.561,50.095,-0.437,0.466
84,14,115.031,119.33,48.032,49.326,-4.299,-1.294
85,0,131.492,139.281,71.641,60.576,-7.789,11.065
85,1,125.382,134.344,69.959,60.071,-8.962,9.888
85,2,120.555,125.197,69.593,59.289,-4.642,10.304
85,3,121.54,122.432,68.048,58.02,-0.892,10.028
85,4,121.0,121.997,67.959,56.396,-0.997,11.563
85,5,120.677,120.749,68.931,53.783,-0.072,15.148
85,6,120.713,124.488,68.245,51.716,-3.775,16.529
85,7,123.986,125.242,66.925,49.88,-1.256,17.045
85,8,125.592,125.094,67.182,49.548,0.498,17.634
85,9,128.152,125.098,67.444,50.04,3.054,17.404
86,0,125.433,132.255,61.798,52.91,-6.822,8.888
86,1,120.133,126.332,60.517,52.546,-6.199,7.971
86,2,119.4,121.865,59.936,52.893,-2.465,7.043
86,3,119.272,118.713,57.847,53.104,0.559,4.743
86,4,121.064,118.702,58.477,51.961,2.362,6.516
86,5,120.777,112.536,60.07,52.162,8.241,7.908
86,6,123.614,115.793,57.924,51.589,7.821,6.335
86,7,126.708,118.596,56.592,49.628,8.112,6.964
86,8,128.81,122.103,56.592,49.371,6.707,7.221
86,9,128.153,120.555,56.547,49.806,7.598,6.741
87,0,131.439,136.209,59.226,52.105,-4.77,7.121
87,1,127.443,129.716,53.309,51.259,-2.273,2.05
87,2,126.681,125.078,57.325,51.396,1.603,5.929
87,3,126.613,125.127,55.143,52.315,1.486,2.828
87,4,129.028,125.362,55.143,51.053,3.666,4.09
87,5,133.842,130.626,57.472,51.051,3.216,6.421
87,6,138.236,135.937,57.623,51.138,2.299,6.485
87,7,142.309,134.508,54.686,51.456,7.801,3.23
87,8,144.109,134.675,53.292,52.409,9.434,0.883
88,0,127.425,130.344,58.012,55.006,-2.919,3.006
88,1,124.986,123.786,57.982,53.491,1.2,4.491
88,2,125.865,119.854,56.764,54.931,6.011,1.833
88,3,125.705,120.48,56.764,54.671,5.225,2.093
88,4,127.618,120.884,57.532,54.633,6.734,2.899
88,5,131.961,124.933,56.258,53.855,7.028,2.403
88,6,132.523,128.675,55.049,52.671,3.848,2.378
88,7,129.277,123.331,55.049,51.999,5.946,3.05
88,8,130.227,121.28,52.924,51.527,8.947,1.397
88,9,127.017,119.638,57.133,49.265,7.379,7.868
89,0,119.204,124.45,55.352,54.533,-5.246,0.819
89,1,117.198,119.088,53.474,52.838,-1.89,0.636
89,2,118.376,116.951,53.866,52.115,1.425,1.751
89,3,119.751,115.206,55.26,54.993,4.545,0.267
89,4,121.435,113.897,53.304,56.491,7.538,-3.187
89,5,124.152,116.009,53.459,54.649,8.143,-1.19
89,6,126.369,122.202,54.847,53.858,4.167,0.989
90,0,132.089,131.758,52.935,59.993,0.331,-7.058
90,1,126.112,126.7,51.911,57.799,-0.588,-5.888
90,2,125.71,123.141,51.009,56.742,2.569,-5.733
90,3,126.975,121.657,50.342,56.176,5.318,-5.834
90,4,130.415,123.132,50.342,54.815,7.283,-4.473
90,5,135.705,126.903,49.96,51.687,8.802,-1.727
90,6,138.271,126.131,50.106,51.793,12.14,-1.687
90,7,143.103,127.506,46.434,52.446,15.597,-6.012
90,8,139.784,126.336,46.048,52.153,13.448,-6.105
91,0,126.51,127.083,60.302,51.19,-0.573,9.112
91,1,120.255,123.152,58.11,52.163,-2.897,5.947
91,2,122.739,121.965,56.197,52.4,0.774,3.797
91,3,124.302,123.543,56.963,49.349,0.759,7.614
91,4,126.082,124.475,56.348,49.011,1.607,7.337
91,5,131.22,119.27,56.503,50.704,11.95,5.799
91,6,134.567,124.865,55.392,49.969,9.702,5.423
91,7,134.647,126.719,54.181,48.551,7.928,5.63
91,8,136.425,127.752,50.87,46.808,8.673,4.062
91,9,135.831,127.435,52.806,45.922,8.396,6.884
92,0,133.479,134.872,66.805,60.459,-1.393,6.346
92,1,128.618,131.69,66.175,59.537,-3.072,6.638
92,2,124.525,122.551,62.164,55.836,1.974,6.328
92,3,122.314,118.171,60.542,55.183,4.143,5.359
92,4,122.695,117.548,58.998,54.89,5.147,4.108
92,5,125.693,119.547,58.998,52.285,6.146,6.713
92,6,126.634,115.615,59.149,49.424,11.019,9.725
92,7,127.32,116.949,57.68,47.759,10.371,9.921
92,8,128.806,116.589,56.283,47.254,12.217,9.029
92,9,122.171,111.428,55.941,44.87,10.743,11.071
92,10,114.451,104.653,58.241,41.78,9.798,16.461
93,0,129.568,128.824,62.599,54.418,0.744,8.181
93,1,119.931,123.459,59.523,54.059,-3.528,5.464
93,2,118.576,116.965,56.641,52.946,1.611,3.695
93,3,117.778,107.94,53.912,51.83,9.838,2.082
93,4,117.683,110.037,52.642,50.934,7.646,1.708
93,5,120.705,106.105,52.642,49.624,14.6,3.018
93,6,125.387,108.012,56.31,48.731,17.375,7.579
93,7,128.289,111.976,54.978,49.069,16.313,5.909
93,8,127.825,114.563,54.978,49.431,13.262,5.547
93,9,126.476,113.518,53.33,48.162,12.958,5.168
94,0,132.885,138.739,56.862,58.754,-5.854,-1.892
94,1,125.168,134.59,54.588,56.412,-9.422,-1.824
94,2,121.744,127.19,51.871,56.774,-5.446,-4.903
94,3,122.108,125.483,52.065,55.922,-3.375,-3.857
94,4,122.84,125.598,50.741,54.079,-2.758,-3.338
94,5,124.123,119.241,50.741,54.19,4.882,-3.449
94,6,127.374,127.819,49.549,52.866,-0.445,-3.317
94,7,131.7,127.568,49.488,52.581,4.132,-3.093
94,8,132.307,127.308,51.135,51.54,4.999,-0.405
94,9,133.494,126.318,50.896,49.844,7.176,1.052
95,0,136.714,133.319,61.205,55.222,3.395,5.983
95,1,129.773,131.58,59.972,54.242,-1.807,5.73
95,2,125.84,127.099,56.906,53.358,-1.259,3.548
95,3,128.325,126.774,58.165,51.52,1.551,6.645
95,4,128.448,125.203,58.327,50.419,3.245,7.908
95,5,133.075,121.328,55.532,49.218,11.747,6.314
95,6,136.262,124.344,55.072,48.876,11.918,6.196
95,7,142.59,127.736,55.072,49.392,14.854,5.68
95,8,142.225,127.672,53.743,49.44,14.553,4.303
96,0,126.433,130.595,58.635,54.978,-4.162,3.657
96,1,121.727,123.522,56.853,55.6,-1.795,1.253
96,2,119.276,119.154,54.818,54.502,0.122,0.316
96,3,117.685,115.409,55.109,53.854,2.276,1.255
96,4,121.856,117.319,52.395,49.077,4.537,3.318
96,5,125.325,114.298,52.395,48.761,11.027,3.634
96,6,126.024,118.231,51.203,50.024,7.793,1.179
96,7,128.948,116.93,51.495,48.813,12.018,2.682
96,8,132.11,120.202,51.654,47.9,11.908,3.754
96,9,132.651,120.876,52.583,47.535,11.775,5.048
97,0,132.41,129.9,65.792,52.084,2.51,13.708
97,1,127.313,124.853,63.056,52.578,2.46,10.478
97,2,124.573,121.41,61.191,49.858,3.163,11.333
97,3,125.003,117.537,61.08,48.417,7.466,12.663
97,4,127.899,121.566,58.488,47.488,6.333,11.0
97,5,128.496,121.875,61.218,50.123,6.621,11.095
97,6,136.582,119.922,58.767,49.542,16.66,9.225
97,7,136.603,125.335,57.438,48.825,11.268,8.613
98,0,134.54,139.533,67.821,57.75,-4.993,10.071
98,1,128.903,132.546,64.572,57.01,-3.643,7.562
98,2,124.228,124.578,63.806,55.802,-0.35,8.004
98,3,125.509,120.586,60.844,54.888,4.923,5.956
98,4,126.681,123.332,62.437,52.834,3.349,9.603
98,5,127.708,123.86,62.942,51.462,3.848,11.48
98,6,130.76,126.75,57.583,49.393,4.01,8.19
98,7,138.182,128.844,55.23,48.903,9.338,6.327
98,8,139.232,126.023,54.063,49.59,13.209,4.473
98,9,139.627,126.61,58.316,49.653,13.017,8.663
99,0,130.639,128.912,65.77,50.781,1.727,14.989
99,1,123.95,123.991,62.481,51.128,-0.041,11.353
99,2,122.413,119.424,59.49,51.414,2.989,8.076
99,3,120.015,118.194,62.021,49.887,1.821,12.134
99,4,121.815,118.582,62.021,50.098,3.233,11.923
99,5,129.044,117.051,59.036,49.516,11.993,9.52
99,6,130.91,116.292,57.856,48.519,14.618,9.337
99,7,130.667,118.82,56.611,48.388,11.847,8.223
99,8,125.156,112.988,56.048,47.966,12.168,8.082
99,9,118.501,109.522,58.363,45.757,8.979,12.606
