archivo,marcador,frame,X (px),Y (px)
94,rodilla_derecha,5,-136.126892089844,-260.382995605469
94,rodilla_derecha,6,-142.126770019531,-255.755493164063
94,rodilla_derecha,7,-147.126953125,-247.628601074219
94,rodilla_derecha,8,-155.500549316406,-234.629699707031
94,cadera_derecha,0,-191.65869140625,-220.221374511719
94,cadera_derecha,1,-188.752014160156,-223.997741699219
94,cadera_derecha,2,-187.130310058594,-224.746215820313
94,cadera_derecha,3,-185.507507324219,-224.994201660156
94,cadera_derecha,4,-187.259521484375,-223.742797851563
94,cadera_derecha,5,-187.509765625,-221.491333007813
94,cadera_derecha,6,-188.512145996094,-219.239929199219
94,cadera_derecha,7,-192.88818359375,-216.739318847656
94,cadera_derecha,8,-196.639038085938,-213.988464355469
94,rodilla_izquierda,0,-188.291870117188,-275.69189453125
94,rodilla_izquierda,1,-188.0,-274.0
94,rodilla_izquierda,2,-188.0,-272.0
94,rodilla_izquierda,3,-188.0,-271.0
94,rodilla_izquierda,4,-189.12451171875,-270.875366210938
94,rodilla_izquierda,5,-191.0,-269.749694824219
94,rodilla_izquierda,6,-192.499450683594,-269.250366210938
94,rodilla_izquierda,7,-192.12451171875,-269.250244140625
94,rodilla_izquierda,8,-192.250244140625,-268.123413085938
94,cadera_izquierda,0,-235.148803710938,-229.209838867188
94,cadera_izquierda,1,-233.875427246094,-231.623962402344
94,cadera_izquierda,2,-231.001159667969,-233.6240234375
94,cadera_izquierda,3,-232.0,-233.0
94,cadera_izquierda,4,-232.374877929688,-231.875427246094
94,cadera_izquierda,5,-233.0,-231.0
94,cadera_izquierda,6,-234.499389648438,-229.500549316406
94,cadera_izquierda,7,-238.249145507813,-224.876586914063
94,cadera_izquierda,8,-241.499389648438,-224.0
94,tobillo_izquierdo,0,-156.374877929688,-334.12451171875
94,tobillo_izquierdo,1,-156.0,-333.0
94,tobillo_izquierdo,2,-155.679443359375,-333.044860839844
94,tobillo_izquierdo,3,-156.0,-333.0
94,tobillo_izquierdo,4,-156.0,-333.0
94,tobillo_izquierdo,5,-156.0,-333.0
94,tobillo_izquierdo,6,-157.124572753906,-333.0
94,tobillo_izquierdo,7,-157.12451171875,-331.500549316406
93,tobillo_derecho,0,-152.406982421875,-295.679321289063
93,tobillo_derecho,1,-135.225036621094,-301.761291503906
93,tobillo_derecho,2,-117.852355957031,-314.456726074219
93,tobillo_derecho,3,-100.959106445313,-324.024963378906
93,tobillo_derecho,4,-90.31591796875,-322.009033203125
93,tobillo_derecho,5,-92.3363037109375,-311.643249511719
93,tobillo_derecho,6,-98.345458984375,-290.954528808594
93,tobillo_derecho,7,-109.672729492188,-267.652282714844
93,tobillo_derecho,8,-119.674987792969,-247.981811523438
93,tobillo_derecho,9,-134.672729492188,-235.672729492188
93,rodilla_derecha,0,-127.01611328125,-286.324829101563
93,rodilla_derecha,1,-118.993225097656,-280.656799316406
93,rodilla_derecha,2,-116.990905761719,-270.968200683594
93,rodilla_derecha,3,-116.9931640625,-265.956848144531
93,rodilla_derecha,4,-117.32275390625,-262.963684082031
93,rodilla_derecha,5,-120.320495605469,-257.302307128906
93,rodilla_derecha,6,-124.997680664063,-252.961364746094
93,rodilla_derecha,7,-129.674926757813,-245.945556640625
93,rodilla_derecha,8,-137.013671875,-235.945434570313
93,rodilla_derecha,9,-145.352294921875,-226.279602050781
93,cadera_derecha,0,-172.452392578125,-216.499938964844
93,cadera_derecha,1,-168.659057617188,-221.338684082031
93,cadera_derecha,2,-166.979553222656,-223.018188476563
93,cadera_derecha,3,-167.638671875,-222.693115234375
93,cadera_derecha,4,-167.295471191406,-221.033996582031
93,cadera_derecha,5,-168.627319335938,-218.711303710938
93,cadera_derecha,6,-167.950012207031,-218.056762695313
93,cadera_derecha,7,-170.629516601563,-216.372680664063
93,cadera_derecha,8,-174.290893554688,-214.04541015625
93,cadera_derecha,9,-177.645446777344,-212.363586425781
93,tobillo_izquierdo,0,-136.297729492188,-322.731811523438
93,tobillo_izquierdo,1,-136.650024414063,-323.022705078125
93,tobillo_izquierdo,2,-136.6865234375,-322.679321289063
93,tobillo_izquierdo,3,-137.0,-322.0
93,tobillo_izquierdo,4,-137.0,-322.0
93,tobillo_izquierdo,5,-137.0,-322.0
93,tobillo_izquierdo,6,-137.334106445313,-321.665954589844
93,tobillo_izquierdo,7,-137.665893554688,-320.665893554688
93,tobillo_izquierdo,8,-137.665954589844,-319.665893554688
93,rodilla_izquierda,0,-169.427429199219,-271.5634765625
