archivo,marcador,frame,X (px),Y (px)
1,punta_derecha,0,-92.6359252929688,-105.260986328125
1,punta_derecha,1,-85.0,-86.0
1,punta_derecha,2,-67.6613159179688,-64.9909057617188
1,punta_derecha,3,-42.6590576171875,-50.9954833984375
1,punta_derecha,4,-17.6658935546875,-50.6567993164063
1,punta_derecha,5,13.3408813476563,-60.3272705078125
1,punta_derecha,6,38.0,-82.0
1,punta_derecha,7,62.3318481445313,-118.002258300781
1,punta_derecha,8,96.86376953125,-174.688659667969
1,punta_derecha,9,152.990966796875,-241.8408203125
1,punta_derecha,10,250.556640625,-294.78857421875
1,punta_derecha,11,361.476928710938,-309.822631835938
1,punta_derecha,12,411.545532226563,-296.088562011719
1,punta_derecha,13,457.59326171875,-260.347717285156
1,punta_derecha,14,470.288696289063,-233.286376953125
1,talon_derecho,0,-70.1978759765625,-62.6287231445313
1,talon_derecho,1,-53.9954833984375,-48.3340454101563
1,talon_derecho,2,-24.6409301757813,-39.0
1,talon_derecho,3,4.67498779296875,-37.0090942382813
1,talon_derecho,4,33.67724609375,-46.3590698242188
1,talon_derecho,5,61.3341064453125,-61.3363037109375
1,talon_derecho,6,85.32958984375,-82.331787109375
1,talon_derecho,7,103.988647460938,-110.9931640625
1,talon_derecho,8,120.1865234375,-148.652282714844
1,talon_derecho,9,149.952270507813,-200.390930175781
1,talon_derecho,10,213.640869140625,-261.833984375
1,talon_derecho,11,298.833862304688,-299.920288085938
1,talon_derecho,12,352.622436523438,-295.577087402344
1,talon_derecho,13,396.722412109375,-291.23388671875
1,talon_derecho,14,420.44287109375,-279.540771484375
1,tobillo_derecho,0,-59.7267456054688,-76.091552734375
1,tobillo_derecho,1,-44.18798828125,-60.5966796875
1,tobillo_derecho,2,-23.293212890625,-51.0090942382813
1,tobillo_derecho,3,3.70452880859375,-52.0204467773438
1,tobillo_derecho,4,31.036376953125,-56.6931762695313
1,tobillo_derecho,5,59.0045166015625,-70.3363647460938
1,tobillo_derecho,6,85.0,-92.6681518554688
1,tobillo_derecho,7,111.0,-123.0
1,tobillo_derecho,8,128.19775390625,-159.990966796875
1,tobillo_derecho,9,165.554565429688,-203.384033203125
1,tobillo_derecho,10,231.9931640625,-254.799926757813
1,tobillo_derecho,11,307.588989257813,-282.772155761719
1,tobillo_derecho,12,358.613403320313,-275.179443359375
1,tobillo_derecho,13,394.026977539063,-270.502197265625
1,tobillo_derecho,14,414.004516601563,-259.995422363281
1,rodilla_derecha,0,21.05029296875,-103.017211914063
1,rodilla_derecha,1,34.8650512695313,-107.471862792969
1,rodilla_derecha,2,49.0336303710938,-118.247253417969
1,rodilla_derecha,3,69.3370361328125,-127.359558105469
1,rodilla_derecha,4,92.3370361328125,-140.775268554688
