archivo,frame,angulo_rodilla_kinovea,angulo_rodilla_mediapipe,angulo_pie_kinovea,angulo_pie_mediapipe,diferencia1,diferencia2
59,1,92.778,93.577,99.774,82.42,-0.799,17.354
59,2,93.543,90.007,99.011,91.906,3.536,7.105
59,3,106.358,103.357,85.48,84.682,3.001,0.798
59,4,127.122,128.036,86.404,56.831,-0.914,29.573
59,5,153.225,153.525,97.562,72.556,-0.3,25.006
59,6,175.446,168.434,71.644,81.808,7.012,-10.164
59,7,173.014,179.305,82.705,79.477,-6.291,3.228
59,8,174.577,176.566,79.712,53.159,-1.989,26.553
59,9,179.033,173.018,84.126,57.894,6.015,26.232
59,10,176.869,177.439,77.407,61.448,-0.57,15.959
59,11,174.074,174.201,65.82,51.64,-0.127,14.18
59,12,171.814,174.426,55.974,49.709,-2.612,6.265
59,13,169.274,174.316,42.925,51.979,-5.042,-9.054
59,14,165.84,171.099,43.908,49.196,-5.259,-5.288
59,15,163.243,169.057,45.0,45.559,-5.814,-0.559
60,0,94.228,99.937,80.397,93.551,-5.709,-13.154
60,1,96.398,98.846,100.042,92.658,-2.448,7.384
60,2,93.601,92.233,103.456,89.806,1.368,13.65
60,3,95.918,97.583,91.598,81.467,-1.665,10.131
60,4,112.118,115.212,87.443,66.518,-3.094,20.925
60,5,145.957,145.868,89.469,65.523,0.089,23.946
60,6,165.337,158.265,83.01,67.709,7.072,15.301
60,7,177.628,175.462,71.555,74.143,2.166,-2.588
60,8,174.524,175.406,78.114,160.862,-0.882,-82.748
60,9,175.692,174.518,96.913,67.352,1.174,29.561
60,10,179.231,173.757,96.959,63.815,5.474,33.144
60,11,176.951,174.826,80.153,62.801,2.125,17.352
62,0,79.828,83.313,78.234,62.798,-3.485,15.436
62,1,72.911,75.689,77.953,66.179,-2.778,11.774
62,2,78.164,80.157,65.865,61.413,-1.993,4.452
62,3,89.886,97.709,71.318,60.291,-7.823,11.027
62,4,109.102,109.739,60.333,59.125,-0.637,1.208
62,5,137.501,136.297,59.068,65.906,1.204,-6.838
62,6,162.643,155.705,61.444,76.177,6.938,-14.733
62,7,174.87,176.574,71.255,76.225,-1.704,-4.97
63,0,78.27,89.413,74.228,64.177,-11.143,10.051
63,1,79.547,82.071,78.672,70.511,-2.524,8.161
63,2,82.581,83.434,81.043,69.222,-0.853,11.821
63,3,92.602,96.561,69.721,59.176,-3.959,10.545
63,4,114.639,115.757,60.866,62.4,-1.118,-1.534
63,5,135.434,138.031,77.371,58.91,-2.597,18.461
63,6,153.623,159.41,72.173,80.641,-5.787,-8.468
63,7,173.619,172.992,82.435,73.176,0.627,9.259
64,0,79.454,83.193,78.762,71.394,-3.739,7.368
64,1,75.03,75.782,83.653,64.782,-0.752,18.871
64,2,79.182,80.517,73.371,54.28,-1.335,19.091
64,3,98.607,96.991,67.479,58.819,1.616,8.66
64,4,122.261,122.166,69.43,63.401,0.095,6.029
64,5,142.142,146.262,76.668,63.734,-4.12,12.934
64,6,165.672,165.359,76.485,79.865,0.313,-3.38
65,0,72.893,83.284,74.325,62.201,-10.391,12.124
65,1,77.842,79.232,63.674,60.837,-1.39,2.837
65,2,86.827,87.082,66.378,51.639,-0.255,14.739
65,3,104.488,104.495,66.429,62.051,-0.007,4.378
65,4,125.124,129.548,68.564,58.08,-4.424,10.484
65,5,142.955,144.04,62.642,56.403,-1.085,6.239
65,6,156.438,160.6,77.437,77.444,-4.162,-0.007
65,7,169.063,165.088,78.595,62.935,3.975,15.66
66,0,63.441,72.112,81.991,82.865,-8.671,-0.874
66,1,66.296,67.814,82.214,67.017,-1.518,15.197
66,2,71.806,70.472,66.636,59.715,1.334,6.921
66,3,83.748,86.641,66.903,55.978,-2.893,10.925
66,4,110.419,117.806,73.449,52.362,-7.387,21.087
66,5,136.329,138.777,71.529,72.567,-2.448,-1.038
66,6,156.835,164.272,87.112,73.862,-7.437,13.25
68,0,55.748,68.676,78.581,81.467,-12.928,-2.886
68,1,55.149,65.593,84.389,73.318,-10.444,11.071
68,2,63.673,65.841,85.567,61.943,-2.168,23.624
68,3,78.014,76.881,71.564,68.165,1.133,3.399
68,4,94.095,94.669,88.331,65.794,-0.574,22.537
68,5,113.392,119.813,69.403,62.318,-6.421,7.085
68,6,131.39,140.948,138.612,49.282,-9.558,89.33
68,7,152.095,164.355,86.116,75.968,-12.26,10.148
70,1,70.517,73.673,77.375,73.337,-3.156,4.038
70,2,78.26,78.125,89.931,59.742,0.135,30.189
70,3,87.017,90.203,75.785,61.683,-3.186,14.102
70,4,105.517,106.272,67.358,58.268,-0.755,9.09
70,5,125.515,133.64,74.535,67.989,-8.125,6.546
70,6,143.767,152.62,76.545,65.479,-8.853,11.066
70,7,164.241,174.069,76.514,70.801,-9.828,5.713
71,0,61.154,66.459,71.655,78.282,-5.305,-6.627
71,1,53.537,61.614,80.734,79.677,-8.077,1.057
71,2,56.722,60.675,80.744,74.766,-3.953,5.978
71,3,60.274,65.927,80.729,56.615,-5.653,24.114
71,4,72.401,82.794,75.099,48.853,-10.393,26.246
71,5,97.634,106.866,74.653,54.664,-9.232,19.989
71,6,128.108,132.188,72.366,67.202,-4.08,5.164
71,7,150.161,164.745,84.082,69.389,-14.584,14.693
71,8,163.467,179.359,117.104,74.851,-15.892,42.253
72,0,57.297,66.228,79.815,72.476,-8.931,7.339
72,1,59.551,64.051,79.529,66.966,-4.5,12.563
72,2,66.939,66.857,70.145,61.843,0.082,8.302
72,3,81.911,81.857,69.483,62.559,0.054,6.924
72,4,101.486,104.289,73.238,58.075,-2.803,15.163
72,5,127.733,136.862,70.954,61.326,-9.129,9.628
72,6,154.17,154.43,108.808,70.852,-0.26,37.956
72,7,171.684,175.664,84.12,67.288,-3.98,16.832
73,0,76.741,75.944,63.743,63.274,0.797,0.469
73,1,73.68,72.786,63.998,66.891,0.894,-2.893
73,2,74.109,72.846,49.237,52.526,1.263,-3.289
73,3,76.502,78.318,47.611,45.0,-1.816,2.611
73,4,87.194,89.992,54.939,45.951,-2.798,8.988
73,5,102.611,112.148,53.786,48.839,-9.537,4.947
73,6,119.041,126.596,59.582,38.831,-7.555,20.751
73,7,132.254,137.425,71.839,56.475,-5.171,15.364
74,0,59.64,63.059,70.941,67.699,-3.419,3.242
74,1,52.668,56.25,62.91,69.254,-3.582,-6.344
74,2,46.844,51.985,69.249,58.23,-5.141,11.019
74,3,47.795,50.901,59.172,43.767,-3.106,15.405
74,4,52.777,57.604,47.937,48.09,-4.827,-0.153
74,5,67.621,71.472,54.96,42.934,-3.851,12.026
74,6,89.467,100.734,52.351,39.394,-11.267,12.957
74,7,104.005,117.419,64.183,55.343,-13.414,8.84
74,8,121.06,133.398,71.942,52.07,-12.338,19.872
78,1,43.936,49.652,68.917,55.515,-5.716,13.402
78,2,41.794,47.621,61.13,10.895,-5.827,50.235
78,3,42.923,46.652,67.42,44.272,-3.729,23.148
78,4,51.401,52.747,48.069,43.86,-1.346,4.209
78,5,60.933,65.03,60.514,49.456,-4.097,11.058
78,6,79.06,83.364,58.792,37.974,-4.304,20.818
78,7,99.61,106.156,65.529,44.395,-6.546,21.134
78,8,113.396,109.298,56.107,49.025,4.098,7.082
78,9,124.963,126.761,73.788,50.337,-1.798,23.451
83,0,60.624,67.164,54.913,108.53,-6.54,-53.617
83,1,61.051,63.925,65.39,67.426,-2.874,-2.036
83,2,61.352,63.631,63.11,41.839,-2.279,21.271
83,3,69.801,72.919,59.582,46.961,-3.118,12.621
83,4,82.444,84.359,54.453,51.552,-1.915,2.901
83,5,95.059,99.434,57.119,57.909,-4.375,-0.79
83,6,108.522,115.174,60.988,40.506,-6.652,20.482
83,7,118.576,126.986,71.702,56.681,-8.41,15.021
83,8,128.984,134.729,79.774,64.17,-5.745,15.604
84,0,43.002,48.464,70.05,80.397,-5.462,-10.347
84,1,38.455,43.144,66.635,70.727,-4.689,-4.092
84,2,35.672,38.714,68.389,62.252,-3.042,6.137
84,3,41.256,41.578,53.501,51.812,-0.322,1.689
84,4,51.908,55.826,62.776,56.24,-3.918,6.536
84,5,65.754,72.157,65.214,49.102,-6.403,16.112
84,6,88.098,96.528,91.024,57.404,-8.43,33.62
84,7,102.488,112.571,69.187,39.858,-10.083,29.329
85,0,93.461,94.039,60.072,66.03,-0.578,-5.958
85,1,98.392,92.431,52.395,59.804,5.961,-7.409
85,2,111.752,105.783,54.879,55.284,5.969,-0.405
85,3,135.924,131.414,63.038,62.784,4.51,0.254
85,4,151.595,148.453,61.786,66.829,3.142,-5.043
85,5,171.634,169.387,63.627,78.354,2.247,-14.727
85,6,175.886,173.227,76.154,55.073,2.659,21.081
85,7,172.081,169.549,70.229,56.136,2.532,14.093
86,0,95.499,94.857,51.619,79.936,0.642,-28.317
86,1,95.699,90.028,55.599,68.371,5.671,-12.772
86,2,108.495,100.561,58.078,55.992,7.934,2.086
86,3,132.09,129.499,47.032,55.122,2.591,-8.09
86,4,149.166,146.027,56.56,68.339,3.139,-11.779
86,5,168.815,166.292,73.544,79.199,2.523,-5.655
86,6,177.997,175.011,67.739,56.878,2.986,10.861
86,7,176.668,169.584,76.292,61.797,7.084,14.495
87,0,96.208,95.796,62.795,57.08,0.412,5.715
87,1,102.122,97.046,54.436,55.794,5.076,-1.358
87,2,120.385,113.199,51.1,55.812,7.186,-4.712
87,3,143.825,144.134,53.221,66.078,-0.309,-12.857
87,4,160.853,145.446,62.194,72.764,15.407,-10.57
87,5,173.137,176.753,69.648,59.968,-3.616,9.68
87,6,179.874,179.03,72.59,62.394,0.844,10.196
88,0,91.206,90.138,60.221,92.779,1.068,-32.558
88,1,91.663,87.07,59.786,67.556,4.593,-7.77
88,2,101.748,96.006,54.916,59.663,5.742,-4.747
88,3,123.882,121.083,47.709,55.382,2.799,-7.673
88,4,147.466,144.771,64.311,64.347,2.695,-0.036
88,5,168.847,140.304,69.889,70.198,28.543,-0.309
88,6,179.729,178.193,88.619,51.727,1.536,36.892
88,7,176.49,169.428,86.094,59.929,7.062,26.165
89,0,99.585,105.028,51.561,59.835,-5.443,-8.274
89,1,114.35,105.028,65.43,59.835,9.322,5.595
89,2,138.126,135.667,60.779,73.102,2.459,-12.323
89,3,155.821,142.198,75.775,53.824,13.623,21.951
89,4,172.084,170.437,65.836,53.068,1.647,12.768
89,5,179.908,179.477,72.763,60.135,0.431,12.628
90,0,89.125,87.974,63.435,66.996,1.151,-3.561
90,1,91.012,83.349,60.416,56.854,7.663,3.562
90,2,105.219,96.776,54.17,60.78,8.443,-6.61
90,3,131.438,136.066,66.309,63.115,-4.628,3.194
90,4,156.215,150.466,68.451,67.174,5.749,1.277
90,5,173.065,172.455,74.959,82.833,0.61,-7.874
90,6,177.82,176.291,78.326,61.254,1.529,17.072
91,0,95.6,98.738,55.669,66.955,-3.138,-11.286
91,1,107.434,101.269,61.472,54.771,6.165,6.701
91,2,132.673,128.491,48.383,51.033,4.182,-2.65
91,3,151.244,151.819,62.338,68.672,-0.575,-6.334
91,4,170.93,167.465,67.907,106.77,3.465,-38.863
91,5,179.267,175.321,79.053,60.466,3.946,18.587
91,6,170.021,173.876,68.936,60.652,-3.855,8.284
91,7,171.031,171.39,73.646,60.953,-0.359,12.693
92,0,88.95,86.855,73.975,64.555,2.095,9.42
92,1,91.011,85.525,55.932,66.879,5.486,-10.947
92,2,109.47,99.795,69.525,58.11,9.675,11.415
92,3,135.086,137.375,67.453,64.88,-2.289,2.573
92,4,158.051,150.341,64.402,66.649,7.71,-2.247
92,5,173.123,168.511,80.765,92.936,4.612,-12.171
92,6,176.178,174.942,77.636,59.049,1.236,18.587
92,7,174.981,171.07,67.034,61.511,3.911,5.523
93,0,88.714,85.852,62.461,70.044,2.862,-7.583
93,1,93.007,82.907,62.486,65.197,10.1,-2.711
93,2,109.713,102.072,65.601,59.693,7.641,5.908
93,3,137.794,138.427,56.992,66.098,-0.633,-9.106
93,4,159.335,152.352,72.582,67.806,6.983,4.776
93,5,174.497,168.382,83.642,79.756,6.115,3.886
94,0,91.807,95.087,71.139,71.582,-3.28,-0.443
94,1,87.644,83.884,68.703,83.35,3.76,-14.647
94,2,94.234,88.374,67.1,67.683,5.86,-0.583
94,3,115.173,107.678,59.694,67.005,7.495,-7.311
94,4,141.49,143.062,53.622,69.861,-1.572,-16.239
94,5,161.156,158.671,75.927,97.903,2.485,-21.976
94,6,178.595,178.534,70.771,72.26,0.061,-1.489
94,7,172.04,166.936,69.239,54.376,5.104,14.863
94,8,169.848,169.806,64.387,54.592,0.042,9.795
95,0,92.125,89.836,62.136,64.332,2.289,-2.196
95,1,96.56,89.836,59.24,64.332,6.724,-5.092
95,2,113.814,102.542,58.859,61.805,11.272,-2.946
95,3,138.658,136.483,63.882,70.475,2.175,-6.593
95,4,159.883,150.226,58.509,73.887,9.657,-15.378
95,5,173.129,170.706,71.952,97.221,2.423,-25.269
95,6,175.914,172.339,78.14,56.249,3.575,21.891
95,7,173.001,173.058,68.104,60.501,-0.057,7.603
96,0,92.714,92.352,57.226,61.84,0.362,-4.614
96,1,103.024,98.36,64.291,64.248,4.664,0.043
96,2,129.972,124.468,51.948,56.785,5.504,-4.837
96,3,152.11,149.956,65.669,69.704,2.154,-4.035
96,4,169.439,166.723,72.436,83.095,2.716,-10.659
96,5,179.83,177.288,70.531,56.422,2.542,14.109
96,6,174.298,174.316,79.0,63.831,-0.018,15.169
97,0,87.881,82.097,63.268,70.038,5.784,-6.77
97,1,93.445,86.892,58.169,57.144,6.553,1.025
97,2,115.639,114.514,52.555,49.208,1.125,3.347
97,3,146.343,140.507,80.762,64.771,5.836,15.991
97,4,162.193,164.132,77.296,70.291,-1.939,7.005
97,5,177.413,175.501,90.373,48.194,1.912,42.179
97,6,175.399,174.388,78.343,55.704,1.011,22.639
98,0,90.295,88.318,64.027,71.263,1.977,-7.236
98,1,96.92,88.678,57.352,66.115,8.242,-8.763
98,2,119.408,112.219,54.968,63.71,7.189,-8.742
98,3,148.657,147.794,60.799,67.285,0.863,-6.486
98,4,165.518,163.29,73.459,91.545,2.228,-18.086
98,5,178.679,179.179,77.636,42.37,-0.5,35.266
98,6,173.18,173.249,80.362,56.873,-0.069,23.489
99,0,90.452,89.614,72.746,76.168,0.838,-3.422
99,1,86.473,83.201,60.757,67.688,3.272,-6.931
99,2,96.501,88.952,51.89,61.395,7.549,-9.505
99,3,118.724,113.318,58.889,54.963,5.406,3.926
99,4,147.114,144.257,65.476,70.748,2.857,-5.272
99,5,165.992,162.112,69.408,97.194,3.88,-27.786
99,6,177.72,177.428,76.746,67.796,0.292,8.95
99,7,175.499,171.504,71.827,62.075,3.995,9.752
