archivo,frame,angulo_rodilla_kinovea,angulo_rodilla_mediapipe,diferencia1,angulo_pie_kinovea,angulo_pie_mediapipe,diferencia2
17,6,168.76895678258995,167.24674016672788,1.522216616,87.55435540918866,93.48689871,-5.932543301
18,0,73.10726510777475,77.78246550083021,-4.675200393,88.24712208579753,80.85350128952322,7.393620796
18,1,69.84330136502231,74.75822913465593,-4.91492777,81.42754698273993,66.01038233,15.41716465
18,2,76.23910406,82.02211961657345,-5.783015561,68.79450925370855,59.90452549087767,8.889983763
18,3,102.47768881120835,105.34270482741309,-2.865016016,70.64550811081781,58.17364588901041,12.47186222
18,4,136.6374973229216,136.12829464675883,0.509202676,78.40534772138253,62.832119167388285,15.57322855
18,5,162.37676421640504,157.4600873397418,4.916676877,103.04024046634518,72.15017242091001,30.89006805
18,6,171.81055155435234,172.58658258104523,-0.776031027,97.06112450759024,69.76704863,27.29407587
19,0,64.16508696048388,64.15914888624661,0.005938074,99.34528436141623,92.29193634441808,7.053348017
19,1,58.676428751248935,59.245601438184295,-0.569172687,97.13441108485034,73.85533242,23.27907867
19,2,63.72292119447071,67.43056436094605,-3.707643166,70.46493215847985,60.13946513275738,10.32546703
19,3,86.60385673534415,93.96426620785364,-7.360409473,58.54746799615994,58.808465833900044,-0.260997838
19,4,118.56384235676413,132.4548686162696,-13.89102626,71.76499102,61.1731375,10.59185353
19,5,156.5057307271232,162.10464778645706,-5.598917059,86.79491286853865,73.70572344481407,13.08918942
19,6,167.62432695015127,175.7382243010684,-8.113897351,108.74108962587445,81.06941850452728,27.67167112
20,0,66.06987587452731,69.99641159590934,-3.926535721,90.41219843403749,80.30218054460465,10.11001789
20,1,62.0127463,62.84396294569607,-0.831216645,78.58188328801562,73.58380554020376,4.998077748
20,2,62.553604841278855,65.24082567965877,-2.687220838,67.69606048857987,62.82289589398509,4.873164595
20,3,83.39931369223457,90.63376659,-7.234452898,61.57153178838135,52.48157122599806,9.089960562
20,4,116.72708571806652,127.72671345917263,-10.99962774,72.24269104383988,64.36122227602057,7.881468768
20,5,146.88674107951456,153.03858448616057,-6.151843407,82.77312533517163,57.83292857653363,24.94019676
20,6,162.86529301183796,169.3016582720504,-6.43636526,87.73269158174888,93.47820516605698,-5.745513584
21,0,59.889019338051924,63.94702914661757,-4.058009809,85.03472514099515,77.83674762947295,7.197977512
21,1,58.710809416387285,62.15341545282625,-3.442606036,69.19142847,63.70821782032953,5.483210649
21,2,67.31906136796817,78.91002978890437,-11.59096842,48.85934890399855,50.16019581361987,-1.30084691
21,3,93.74878224598297,103.59840664081028,-9.849624395,62.88715303720484,49.48532370867447,13.40182933
21,4,127.67976604548655,137.60538555478405,-9.925619509,71.45581959,62.20895505190289,9.24686454
21,5,155.33628760646323,161.5436042636963,-6.207316657,106.26580877154838,70.57474839905085,35.69106037
21,6,171.44916024669828,173.78244807060662,-2.333287824,113.67020238971183,107.12006082971943,6.55014156
22,0,68.13977367106297,73.97084530807716,-5.831071637,101.8252629989924,79.85412044783868,21.97114255
22,1,64.34177279007702,68.49590536128903,-4.154132571,88.10750087,72.79144180983641,15.31605906
22,2,71.60067855,72.60854057401454,-1.007862026,76.24226841887048,61.77748027432425,14.46478814
22,3,93.20330569024357,97.75801287693277,-4.554707187,68.87765391882891,62.490214663122735,6.387439256
22,4,124.390762,132.03500529771594,-7.644243312,76.62156234611805,70.88994166529682,5.731620681
22,5,154.97614239647436,159.34888594567695,-4.372743549,93.18497130420774,61.403162912865916,31.78180839
22,6,165.52747832473537,173.37835571921906,-7.850877394,97.03796741633315,103.92605676919406,-6.888089353
23,0,66.38610505341242,71.17115071873485,-4.785045665,93.44917143275748,86.48866601312756,6.96050542
23,1,63.188943481441676,67.26714759022028,-4.078204109,74.23155333,70.19656829,4.034985035
23,2,73.54396797854184,76.65867374295466,-3.114705764,67.80335285493675,58.240438253593325,9.562914601
23,3,100.98482214240343,110.89658197827602,-9.911759836,71.58693831828214,56.53769572606878,15.04924259
23,4,139.84894013408035,141.19767925211588,-1.348739118,82.04751814773829,63.334084,18.71343415
23,5,159.94675592193946,164.4327455749505,-4.485989653,106.67097676542852,74.97526741154347,31.69570935
23,6,173.22397794672952,174.9098409127288,-1.685862966,100.5917561650228,79.75557436434612,20.8361818
